観察場所,環境区分,経度,緯度,目撃年月日,成獣,幼獣,その他（匹）,目撃時の状況,個体の状況,その後の処置,自治体コード,市町村名
伊根町菅野,集落内,135.2436111,35.69694444,2016/11/13,,,1,家の周辺のカキを狙って毎晩クマが出没している。,,,26463,伊根町
京丹後市大宮町口大野,集落内,135.0888889,35.58277778,2016/11/13,,,1,柿の実が食べられていた。,,,26212,京丹後市
綾部市志賀郷町,集落内,135.2375833,35.36380556,2016/11/13,,,,痕跡　カキの木２本に爪痕,,,26203,綾部市
綾部市上杉町,路上,135.3128361,35.36098056,2016/11/13,,1,,綾部警察上杉駐在所より西へ300ｍ付近、道を南から北へ横切った,,,26203,綾部市
綾部市高津町,畑,135.2157889,35.35553056,2016/11/13,1,,,高津のオートバックスと広域農道間のカキの木の上で目撃。高津方面へ逃げた,１ｍ,,26203,綾部市
舞鶴市瀬崎,畑,135.3562278,35.54385556,2016/11/13,1,,,有害の捕獲許可を受けている捕獲檻にクマが捕獲された。,1220ｍ、65kg、メス,計測後捕殺,26202,舞鶴市
京都市右京区京北宇野町,路上,135.5760528,35.16668611,2016/11/13,,1,,府道を横断するクマを目撃,,,26108,京都市
伊根町菅野,その他,135.2438889,35.6975,2016/11/14,1,,,有害の捕獲許可をうけている捕獲檻にクマが捕獲された。,オス　体重104kg　全長直155cm,捕殺,26463,伊根町
宮津市大垣,集落内,135.1952778,35.58333333,2016/11/14,,,1,笠松公園ケーブルカー乗り場下の方で目撃した。,100cmくらい。,,26205,宮津市
宮津市難波野,集落内,135.2013889,35.58472222,2016/11/14,,,1,クマを目撃した。,100cmくらい。,,26205,宮津市
宮津市日ヶ谷,集落内,135.2433333,35.67138889,2016/11/14,,,1,集落内でクマによる被害が発生している。,,,26205,宮津市
宮津市田原,集落内,135.2697222,35.68277778,2016/11/14,,,1,クマによる柿の木の被害を発見した。,,,26205,宮津市
宮津市小寺,集落内,135.2369444,35.54111111,2016/11/14,,,1,海岸周辺でクマの足跡を発見した。,,,26205,宮津市
宮津市小寺,畑,135.2388889,35.54138889,2016/11/14,,,1,農地でクマの足跡を発見した。,,,26205,宮津市
京丹後市弥栄町芋野,その他,135.0922222,35.64833333,2016/11/14,,,1,吉野小グラウンドのブランコのそばに糞があった。フェンスを越えたところにあるカキが食べられていた。,,,26212,京丹後市
京丹後市丹後町平,その他,135.1580556,35.75166667,2016/11/14,1,1,,海水浴場駐車場付近でクマの親子を目撃した。,,,26212,京丹後市
与謝野町加悦奥,その他,135.0644444,35.50805556,2016/11/14,1,1,,企業の前で親子グマを目撃した。,,,26465,与謝野町
京丹波町下乙見,その他,135.4283333,35.28416667,2016/11/14,,1,,車で走行中、府道から山へ歩くクマを目撃。,120ｃｍ,,26407,京丹波町
南丹市日吉町畑郷,集落内,135.4711111,35.21666667,2016/11/14,1,,,家から小屋へ向かおうとしたら、クマが向かってきた。左足をかまれ、両足を引っかかれ倒れたところ、クマに乗りかかられたため素手で殴ったら、逃げて行った。,120ｃｍ,捕獲檻設置,26213,南丹市
宮津市中野,集落内,135.1919444,35.58222222,2016/11/14,,,2,クマを目撃した。,,,26205,宮津市
舞鶴市野村寺,集落内,135.3034944,35.43108611,2016/11/14,1,1,,野村寺地内で目撃。北側に移動,,,26202,舞鶴市
京都市右京区京北明石町西代,集落内,135.5993139,35.15938056,2016/11/15,,,,屋敷内に置いていた残り物の奈良漬が食べ散らかされていた。酒粕にクマらしき足跡。個体の目撃はしていない。,,,26108,京都市
宮津市国分,集落内,135.1736111,35.57555556,2016/11/15,,,1,昨夜23時頃敷地内で物音がしていた。翌朝クマの糞が残されていた。,,,26205,宮津市
宮津市滝馬,その他,135.1888889,35.53027778,2016/11/15,,,1,高校の自転車後や付近でクマの糞を発見した。,,,26205,宮津市
京丹波町本庄,路上,135.4058333,35.26194444,2016/11/15,1,,,国道を走行中、和知トンネル内でクマを目撃。大倉集落方面へ移動した。,150cm,,26407,京丹波町
京都市右京区京北下宇津町,路上,135.5731139,35.15770556,2016/11/15,1,,,府道を横断するクマを目撃,,,26108,京都市
宮津市田原,集落内,135.2686111,35.68361111,2016/11/15,1,,,田原区内でクマの出没が多発している。,,,26205,宮津市
与謝野町岩滝,集落内,135.155,35.57277778,2016/11/15,,1,,ホテルの前の道路で子グマを目撃した。,,,26465,与謝野町
京丹波町升谷,集落内,135.4258333,35.2525,2016/11/15,,,1,道路上でクマを目撃。竹ヤブの方へ逃げていった。,140cm位,,26407,京丹波町
与謝野町与謝,集落内,135.0866667,35.46611111,2016/11/15,,,1,民家前で目撃した。,,,26465,与謝野町
綾部市下八田町,路上,135.2786,35.31068889,2016/11/15,1,,,新聞配達中に目撃。市道を横切り北の山側へ移動,１ｍ,,26203,綾部市
綾部市西方町,集落内,135.2338194,35.37786944,2016/11/15,,,1,自宅から目撃。北側の山へ移動,,,26203,綾部市
綾部市鍛治屋町,集落内,135.2034889,35.33883333,2016/11/15,,,,痕跡　カキの枝折れ、畑の防護柵を倒す、爪痕,,,26203,綾部市
綾部市鍛治屋町,畑,135.1985722,35.34178611,2016/11/15,,,,痕跡　住宅裏の畑にフン,,,26203,綾部市
綾部市下原町,集落内,135.3067778,35.28863056,2016/11/15,,,1,中学生が自転車で帰宅中に目撃,,,26203,綾部市
綾部市別所町,集落内,135.2624611,35.37573611,2016/11/15,1,,,カキの木の上にいた。北の方へ逃げた,,,26203,綾部市
綾部市小呂町,集落内,135.2731611,35.34477778,2016/11/15,,,,痕跡　カキの木が折れている、フンが落ちている,,,26203,綾部市
綾部市十倉志茂町,集落内,135.3341083,35.32896667,2016/11/15,1,,,有害の捕獲許可を受けている捕獲檻にクマが捕獲された。,1164mm、55kg、メス,計測後捕殺,26203,綾部市
京丹後市網野町木津,その他,134.9738889,35.64777778,2016/11/16,1,,,有害の捕獲許可をうけている捕獲檻にクマが捕獲された。,オス　体重70kg　全長直110cm,,26212,京丹後市
京丹後市丹後町三宅,その他,135.1036111,35.71444444,2016/11/16,1,,,有害の捕獲許可をうけていたクマが捕殺された。,オス　体重100kg　全長直136.5,,26212,京丹後市
宮津市国分,その他,135.1736111,35.57527778,2016/11/16,1,,,有害の捕獲許可をうけている捕獲檻にクマが捕獲された。,オス　体重129kg　全長直134cm,,26205,宮津市
京丹後市大宮町周枳,集落内,135.1061111,35.59138889,2016/11/16,1,,,北から南側へ移動していくクマを目撃した。,大きかった,,26212,京丹後市
京丹後市久美浜町新谷,集落内,134.9369444,35.57611111,2016/11/16,,,1,ガレージの前に糞があった。庭の柿を食べたようだった。,,,26212,京丹後市
京丹後市峰山町赤坂,集落内,135.0519444,35.63972222,2016/11/16,,,1,前足手のひらで柿の木に８cmのキズがあった。,,,26212,京丹後市
与謝野町石川,集落内,135.1183333,35.52611111,2016/11/16,,,1,わんぱくクラブ敷地内で大きな糞を発見した。,,,26465,与謝野町
京丹波町西河内,路上,135.4202778,35.29833333,2016/11/16,,1,,府道上杉和知線を車で走行中、府道から山へ向かうクマを目撃。,100cm,,26407,京丹波町
綾部市有岡町,集落内,135.2667,35.32580833,2016/11/16,,,,痕跡　吉美小学校のグランドに熊の足跡を発見,,,26203,綾部市
福知山市石場,集落内,135.0601111,35.28716389,2016/11/16,1,2,,石場公民館付近、親子連れと思われる３頭が道路を徘徊していた,,,26201,福知山市
舞鶴市京田,集落内,135.3318111,35.42262778,2016/11/16,,,1,京田地内で目撃。伊佐津側方面に移動,,,26202,舞鶴市
福知山市市寺,集落内,135.0998806,35.28315833,2016/11/16,,,,痕跡　フェンスをよじ登り、カキの実を食べられた,,,26201,福知山市
舞鶴市野村寺,集落内,135.3042361,35.43245278,2016/11/16,1,2,,野村寺橋から北へ150ｍ付近で目撃。北方向へ移動,,,26202,舞鶴市
宮津市小松,集落内,135.1838889,35.57916667,2016/11/17,1,,,小松公園周辺で山の方へ向かっていくクマを目撃した。,100cmくらい,,26205,宮津市
京丹後市久美浜町畑,集落内,134.9319444,35.55194444,2016/11/17,,,1,柿の木が折られ食害をうけていた。,,,26212,京丹後市
与謝野町弓木,集落内,135.145,35.56388889,2016/11/17,,,1,柿の木の被害と糞を発見した。,,,26465,与謝野町
南丹市日吉町生畑,その他,135.5391667,35.18444444,2016/11/17,1,,,クマが市道付近から山へ登っていった。,,,26213,南丹市
京丹後市久美浜町佐野,集落内,134.9736111,35.57861111,2016/11/17,1,,,飼い犬がクマにやられた。,,,26212,京丹後市
宮津市中野,集落内,135.1919444,35.58222222,2016/11/17,,,1,柿の木に登っていた。,,,26205,宮津市
与謝野町下山田,畑,135.1213889,35.54333333,2016/11/17,,,1,農地で足跡を発見した。,,,26465,与謝野町
伊根町本庄上,集落内,135.2536111,35.57305556,2016/11/17,1,,,家のそばでクマを目撃した。,,,26463,伊根町
伊根町本庄上,集落内,135.2527778,35.71472222,2016/11/17,1,,,家の前で目撃した。,,,26463,伊根町
福知山市三和町芦渕,路上,135.2249111,35.22333611,2016/11/17,1,,,国道９号を横断するクマを目撃,,,26201,福知山市
綾部市小畑原貝,その他,135.2009917,35.34803889,2016/11/17,1,,,有害の捕獲許可を受けている捕獲檻にクマが捕獲された。,,捕殺,26203,綾部市
宮津市中野,集落内,135.1908333,35.5825,2016/11/18,1,,,有害の捕獲許可をうけている捕獲檻にクマが捕獲された。,オス　体重123kg　全長直138cm,捕殺,26205,宮津市
京丹後市網野町俵野,路上,134.9591667,35.64138889,2016/11/18,,1,,道を歩いていた。,40kgくらい,,26212,京丹後市
京丹後市久美浜町二俣,集落内,134.9813889,35.56222222,2016/11/18,,,1,山の方へ逃げて行くクマを目撃した。,大きかった。,,26212,京丹後市
伊根町菅野,集落内,135.2433333,35.69666667,2016/11/18,1,,,家の横の柿の木に登っている。,,警察に通報,26463,伊根町
宮津市国分,集落内,135.1775,35.57833333,2016/11/18,,,1,クマの糞を目撃した。,,,26205,宮津市
福知山市半田,路上,135.0953278,35.30018611,2016/11/18,1,,,修斉小学校西方200ｍ付近で目撃。西方へ移動,,,26201,福知山市
綾部市鍛治屋町,集落内,135.1965417,35.34056111,2016/11/18,,,,痕跡　カキの木が折れて、道をふさいでいた,,,26203,綾部市
綾部市里町,路上,135.2667417,35.30883056,2016/11/18,,,1,路上で動かずじっとしていた。,,,26203,綾部市
福知山市榎原,路上,135.0713556,35.28564167,2016/11/18,,,1,車で走行中、目撃,,,26201,福知山市
福知山市夜久野町高内,水田,134.9444944,35.33454444,2016/11/18,,1,,カキの木に登っているのを目撃,,,26201,福知山市
舞鶴市布敷,天然生林,135.3608694,35.40691944,2016/11/18,,1,,箱わなによる誤捕獲,40〜50cm、20〜30kg,放獣（計測なし）,26202,舞鶴市
京丹波町坂原,集落内,135.3941667,35.27277778,2016/11/19,1,2,,住宅付近から三所神社の方へ移動するクマを目撃。,,,26407,京丹波町
京丹後市久美浜町口三谷,集落内,134.8908333,35.58138889,2016/11/19,1,,,有害の捕獲許可をうけている捕獲檻にクマが捕獲された。,メス　体重85kg　全長直120.5cm,捕殺,26212,京丹後市
宮津市田原,集落内,135.2694444,35.68277778,2016/11/19,1,,,有害の捕獲許可をうけている捕獲檻にクマが捕獲された。,オス　体重45kg　全長直104.5cm,捕殺,26205,宮津市
京丹後市久美浜町二俣,集落内,134.9811111,35.56222222,2016/11/19,1,,,有害の捕獲許可をうけている捕獲檻にクマが捕獲された。,メス　体重75kg　全長直117.5cm,捕殺,26212,京丹後市
綾部市上杉町,集落内,135.3324528,35.35618611,2016/11/19,,,,痕跡　カキの枝折れ、フン,,,26203,綾部市
京丹後市網野町木津,集落内,134.9736111,35.64805556,2016/11/20,,,1,クマによる柿の木の被害を確認した。,,,,京丹後市
京丹後市丹後町平,路上,135.155,35.75166667,2016/11/21,,,2,海側から山方向へ道路を横断していた。,,,26212,京丹後市
伊根町新井,集落内,135.3069444,35.69416667,2016/11/21,1,,,府道移動中に目撃した。,,,26463,伊根町
宮津市難波野,畑,135.2002778,35.58333333,2016/11/21,,,1,クマの糞を発見した。,,,26205,宮津市
宮津市溝尻,集落内,135.1858333,35.57777778,2016/11/21,,,1,柿の木に爪痕、糞、クマがスリスリしたあとがあった。,,,26205,宮津市
宮津市須津,集落内,135.16,35.54972222,2016/11/21,1,,,柿の木にクマが登ってカキを食べている。,,,26205,宮津市
伊根町菅野,集落内,135.2433333,35.69638889,2016/11/21,,,1,連日集落内の柿の実を食べに来て徘徊している。,,,26463,伊根町
京都市右京区京北宮町,集落内,135.7208444,35.20586944,2016/11/21,,,1,人家裏の柿の木が被害を受けた,クマによる被害のみを確認し、個体は目撃していない,,26108,京都市
綾部市下原町,畑,135.3083778,35.28898611,2016/11/21,,,,頭数不明　住宅付近の畑で鳴いていた,,,26203,綾部市
綾部市八津合町,集落内,135.40755,35.36549722,2016/11/21,1,,,有害の捕獲許可を受けている捕獲檻にクマが捕獲された。,1183mm、63kg、メス,計測後捕殺,26203,綾部市
宮津市中野,集落内,135.1908333,35.58222222,2016/11/22,1,,,有害の捕獲許可をうけている捕獲檻にクマが捕獲された。,オス　体重125kg　全長直135cm,捕殺,26205,宮津市
宮津市皆原,その他,135.2213889,35.53166667,2016/11/22,1,,,有害の捕獲許可をうけているくくりわなにクマが誤捕獲された。,オス　体重98kg,計測後放獣,26205,宮津市
京丹後市久美浜町三原,集落内,134.9711111,35.62055556,2016/11/22,1,,,集落内でクマを見かけた。,160cmくらい,,26212,京丹後市
宮津市中野,集落内,135.1911111,35.53166667,2016/11/22,,,,柿の実の処分をしていた柿の実の残りを食べあさっていた。,,,26205,宮津市
綾部市五泉町,路上,135.4152306,35.404275,2016/11/22,,,2,水道施設の近くで目撃,,,26203,綾部市
綾部市高槻町,路上,135.3069611,35.35878056,2016/11/22,,,1,舞鶴若狭自動車道を走行中に目撃,,,26203,綾部市
南丹市園部町越方,その他,135.5002778,35.12861111,2016/11/22,1,,,箱わなによる誤捕獲,1131mm、48kg、オス,計測後放獣,26213,南丹市
福知山市三和町中出,集落内,135.2219389,35.20005278,2016/11/22,,,,痕跡　住宅近くのカキの木から何か落ちる音。浅い確認すると、枝折れ、爪痕,,,26201,福知山市
